CODE	TYPE	NOM	URL.	DESC.
MEPSMS-PRSMSPAA	LP	Parcours type : Maintenance des équipements de production	http://formations.univ-amu.fr/MEPSMS-PRSMSPAA.html	La maintenance industrielle est en pleine évolution. Implanter au cœur de la production, elle a désormais des implications avec la conception, le fonctionnement des équipements, la sécurité et le développement de l’entreprise et de ses produits. L’objectif de la formation est de former de futurs cadres intermédiaires à compétence multi techniques capable d’assurer la disponibilité des équipements de production et manager les équipes d’intervention. I l aura à sa disposition des outils mathématiques et informatiques modernes pour mesurer la dégradation des équipements et prévenir les défaillances. Il participera aux actions de qualité du produit et à la sûreté de fonctionnement de l’équipement. La formation en Licence Professionnelle vise à répondre au besoin des entreprises d’optimiser le fonctionnement et les performances de l’outil de production .
MEPSMT	LP	'Métiers de l''industrie : conception et processus de mise en forme des matériaux'	http://formations.univ-amu.fr/MEPSMT.html	
MEPSMT-PRSMTPAA	LP	Parcours type : Etude et mise en oeuvre des produits composites	http://formations.univ-amu.fr/MEPSMT-PRSMTPAA.html	L’objectif général est de former des chefs de projets et/ou chefs d’atelier dans le domaine des matériaux composites qui maîtrisent les outils de la chaîne numérique pour la conception et la réalisation tout en prenant en compte les contraintes globales de production (coût, contraintes SST - Service de Santé au Travail). Les débouchés métiers s’articulent en trois volets : Bureau d’études, Production ou Laboratoire. Les 4 à 6 mois de stage viennent fournir aux étudiants une mise en situation professionnelle.
MEPSOQ	LP	Optique professionnelle	http://formations.univ-amu.fr/MEPSOQ.html	
MEPSOQ-PRSOQPAA	LP	Parcours type : Santé visuelle (formation initiale)	http://formations.univ-amu.fr/MEPSOQ-PRSOQPAA.html	Cette licence professionnelle permet aux opticiens diplômés du BTS Opticien Lunetier d’accroître leurs compétences en examen de vue (réfraction), contactologie et basse vision afin de développer leur activité paramédicale en santé visuelle. Il s’agit ainsi de répondre à une forte demande sur le terrain dans le cadre de la nouvelle pratique de l’opticien lunetier, régie par le décret n° 2016-1381 du 12 octobre 2016 donnant une délégation de tâche permettant aux opticiens d’adapter une ordonnance jusqu’à 5 ans (verres correcteurs pour les patients âgés de 16 à 42 ans) et les amenant ainsi à réaliser fréquemment des examens.
MEPSPS	LP	Métiers de la promotion des produits de santé	http://formations.univ-amu.fr/MEPSPS.html	
MEPSPS-PRSPSPAA	LP	Parcours type : Métiers de la promotion des produits de santé	http://formations.univ-amu.fr/MEPSPS-PRSPSPAA.html	La formation a pour but de : Former des professionnels des produits de santé et dispositifs médicaux auprès des personnels de santé. Permettre aux diplômés d’assurer les activités d’informations, de promotion, de la vente et de conseils des dispositifs médicaux et des produits de santé. Permettre aux diplômés d’organiser et animer des actions commerciales avec les professionnels de santé Permettre aux diplômés de développer ce secteur d’activité en améliorant la diffusion de l’information sur les divers produits. La formation permet d’exercer les métiers d’Attaché à la Promotion des Produits de Santé, Délégué Pharmaceutique, Technico Commercial de la Santé, délégué à l’information médicale, délégué médical ville/spécialiste, délégué médical hospitalier, attaché scientifique hospitalier, délégué pharmaceutique, attaché médico-pharmaceutique, délégué pharmaceutique dispositif médical/matériel médical/dispositif médical de diagnostic in vitro , délégué hospitalier dispositif médical, délégué dentaire, délégué vétérinaire, délégué pharmaceutique en dermo-cosmétique, délégué santé compléments alimentaires, délégué de l’information de l’Assurance Maladie.
MEPSQH	LP	Qualité, hygiène, sécurité, santé, environnement	http://formations.univ-amu.fr/MEPSQH.html	
MEPSQH-PRSQHPAA	LP	Parcours type : Systèmes de management QHSE en filière viti vinicole (SMQVV)	http://formations.univ-amu.fr/MEPSQH-PRSQHPAA.html	'La Licence Professionnelle QHSSE parcours Systèmes de Management Qualité, Hygiène, Sécurité et Environnement en Filières Viti-vinicoles forme en alternance des professionnels capables de maîtriser la mise en place et l’animation des systèmes de management Qualité, Hygiène, Sécurité, Santé, Environnement dans la filière viti-vinicole, et plus largement dans le secteur agro-alimentaire, en mettant en œuvre les normes, référentiels et réglementations applicables à l’entreprise. Organisée en partenariat avec le Lycée Viticole d''Orange, les diplômés de cette formation possèdent les bases de connaissance de la filière (agronomie, œnologie, gestion de la production, techniques de viticulture), qui leur permettent de garantir la conformité des systèmes de management QHSSE par rapport aux référentiels pertinents, appliqués vis-à-vis des clients, fournisseurs, et organismes de contrôle, et de contribuer à son amélioration continue. Débouchés : Les diplômés peuvent occuper des fonctions de responsable ou assistant qualité dans toute entreprise viti-vinicole ou agroalimentaire et plus largement dans toute PME ou TPE engagée dans une démarche QHSE : Animateur QHSE Adjoint / Adjointe au responsable Qualité Sécurité Environnement Assistant qualité / QHSE Responsable Technique Qualité Conseiller Technique (veille technique et scientifique) en Système Qualité Assistant production Auditeur qualité Responsable de la Formation : Isabelle Pouliquen'
MEPSVA	LP	Productions végétales	http://formations.univ-amu.fr/MEPSVA.html	
MEPSVA-PRSVAPAA	LP	Parcours type : Valorisation et commercialisation des ressources végétales à usage artisanal ou industriel (VaCoReVe)	http://formations.univ-amu.fr/MEPSVA-PRSVAPAA.html	'La LP « Productions végétales » parcours VaCoReVe « Valorisation et commercialisation des ressources végétales à usage artisanal ou industriel » a pour objectifs de former des professionnels, techniciens en laboratoire, sur une exploitation agricole, ou pour toute entreprise industrielle traitant des ressources végétales. À l’issue de leur formation, les étudiants ont acquis des compétences et savoirs en botanique, biologie, écologie, chimie, associés à une connaissance de l’entreprise et du commerce. Cette formation ouvre sur des postes tels que : Technicien ou assistant en laboratoire d''extraction ou de transformation de ressources végétales, Adjoint de responsable des approvisionnements-végétaux en industries cosmétiques, du textile, ou traitant des agro matériaux, Chef de culture ou assistant technique sur une exploitation agricole spécialisée dans ces ressources végétales, Conseiller et assistant technique en diversification agricole, Collaborateur d’équipes de « recherche et développement », « recherche, innovation et développement » ou « management de l’innovation ». Le recrutement pourra se faire au niveau des chambres d’agriculture, associations de producteur, PME/PMI, ou groupes français ou étrangers développés à l’international.'
MEPWPG	LP	'Métiers de la protection et de la gestion de l''environnement'	http://formations.univ-amu.fr/MEPWPG.html	
MEPWPG-PRSPGPAA	LP	Parcours type : Eco-RSE : responsabilité sociétale des entreprises	http://formations.univ-amu.fr/MEPWPG-PRSPGPAA.html	'Les objectifs scientifiques et pédagogiques de la formation portent sur l''acquisition d''un socle de connaissances théoriques et techniques dans le domaine du développement durable/ transition écologique et de l’éco-conception. La formation d’éco-responsable sociétale des entreprises répond aux besoins actuels et cruciaux des collectivités, des entreprises, des organismes d''appui et des bureaux d''études en matière d’environnement. La licence professionnelle forge des multi-partenariats pérennes et favorise l’émergence de formations et de recherches innovantes avec comme objectif principal : l’employabilité des licenciés « ECO-RSE ». L''éco-concepteur professionnel sera capable d’intégrer : une entreprise/collectivité pour réaliser des mises en conformité de fonctionnement avec une démarche visant à améliorer les performances techniques, énergétiques, écologiques et économiques une équipe de développement en éco-produits ou une équipe en environnement avec une démarche visant à mettre en œuvre des projets d’aménagement dans le respect des principes du développement durable et de la transition écologique.'
